City,State,Origin,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,total
San Dimas,California,Somalia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bloomington,Minnesota,Cambodia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
Henderson,Nevada,Cuba,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,6
Glendale,Colorado,Mauritania,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Emporia,Kansas,Vietnam,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Shrewsbury,Massachusetts,Iraq,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,6
Bayonne,New Jersey,Liberia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
La Jolla,California,Iran,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6
Watertown,Massachusetts,Ukraine,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6
Mableton,Georgia,Afghanistan,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Anchorage,Alaska,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Ham Lake,Minnesota,Moldova,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,6
Rexford,New York,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Selma,California,Laos,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Sherman Oaks,California,Uzbekistan,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Mifflinburg,Pennsylvania,Iraq,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Kenner,Louisiana,Cuba,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6
Jackson Heights,New York,Ukraine,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Falls Church,Virginia,Burma,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,6
Wilmington,Delaware,Sierra Leone,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Goldsboro,North Carolina,Togo,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
Oakland,California,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Bremerton,Washington,Iraq,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
Glendale,Arizona,Bosnia and Herzegovina,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Green Acres,Washington,Ukraine,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
West,Massachusetts,Ukraine,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Davenport,Florida,Iraq,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,6
Kissimmee,Florida,Colombia,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Kansas City,Kansas,Sierra Leone,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Kenmore,New York,Liberia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Marshall,Minnesota,Burma,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Fairfax,Virginia,China,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,6
Agoura Hills,California,Russia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Washougal,Washington,Moldova,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Towson,Maryland,Iraq,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,6
Oak Lawn,Illinois,Iraq,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,6
Atlanta,Georgia,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,6
Oxon Hill,Maryland,Bhutan,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,6
Elmhurst,New York,Vietnam,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Birmingham,Alabama,Burma,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,6
Saint Peters,Missouri,Iran,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Miramar,Florida,Iraq,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,6
Morgan City,Louisiana,Cuba,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Porter,Texas,Cuba,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Anchorage,Alaska,Georgia,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Shakopee,Minnesota,Sudan,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Sedro-Woolley,Washington,Russia,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Peabody,Massachusetts,Liberia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Syracuse,New York,"Korea, North",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Austin,Texas,Sierra Leone,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Owensboro,Kentucky,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Concord,New Hampshire,Nigeria,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
Murphy,Texas,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Coplay,Pennsylvania,Eritrea,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,6
Rancho,California,Ukraine,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Malden,Massachusetts,Belarus,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Katy,Texas,Vietnam,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6
Carmel,Indiana,Somalia,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Escondido,California,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Overland Park,Kansas,Sudan,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Saint Cloud,Minnesota,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6
Tigard,Oregon,Russia,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Canton,Michigan,Eritrea,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,6
Sharon,Massachusetts,Russia,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Glenarden,Maryland,Sierra Leone,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Murray,Utah,Palestine,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
South Bend,Indiana,Serbia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Kalamazoo,Michigan,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6
Old Hickory,Tennessee,Iraq,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,6
Kirkland,Washington,Russia,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,6
Pearland,Texas,Palestine,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
Dauphin,Pennsylvania,Ukraine,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Des Moines,Washington,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6
Rogers,Minnesota,Ukraine,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Worcester,Massachusetts,Cambodia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
Antioch,California,Vietnam,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lutherville-Timonium,Maryland,Iraq,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6
Kalamazoo,Michigan,Burma,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,6
Shoreview,Minnesota,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6
Santa Ana,California,Burma,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
South Sioux City,South Dakota,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
West Jordan,Utah,Sri Lanka (Ceylon),0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Bakersfield,California,Iran,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6
Unionville,New Jersey,Bhutan,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Arlington,Virginia,Cambodia,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
New Carrollton,Maryland,Vietnam,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
East Lansing,Michigan,Afghanistan,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Carrboro,North Carolina,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,6
Rochester,New York,Kyrgyzstan,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Wichita,Kansas,Republic of South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6
Wheat Ridge,Colorado,Sudan,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Antelope,California,Iran,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6
Berlin,New Jersey,Iraq,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Antioch,Tennessee,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Forest Hills,New York,China,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,6
Okemos,Michigan,Iraq,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Chelsea,Massachusetts,Afghanistan,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Valparaiso,Indiana,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,6
Cary,North Carolina,Eritrea,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,6
Castro Valley,California,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6
Tulsa,Oklahoma,Vietnam,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Allentown,Pennsylvania,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Bethel Heights,Arkansas,Burma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
South Britain,Connecticut,Afghanistan,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Tallahassee,Florida,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
Laguna Niguel,California,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Elizabeth,New Jersey,Iran,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,6
Kansas City,Missouri,Ivory Coast,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Bellevue,Nebraska,Burma,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Huntington,New York,Iraq,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6
Winnetka,Illinois,Iran,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Lake City,Florida,Cuba,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lake Oswego,Oregon,Iran,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,6
Oshkosh,Wisconsin,Iran,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6
Johns Creek,Georgia,Iraq,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6
Titusville,Florida,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Stamford,Connecticut,Iran,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6
San Fernando,California,Iraq,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,6
Riverside,California,Cuba,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,6
Bellingham,Washington,Vietnam,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,6
Jamaica Plain,Massachusetts,Bhutan,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6
Largo,Florida,Vietnam,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
Killingworth,Connecticut,Afghanistan,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Sharon,Massachusetts,Ukraine,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Glastonbury,Connecticut,Iraq,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6
Doraville,Georgia,Iraq,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Swannanoa,North Carolina,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Staten Island,New York,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Dewitt,Michigan,Iraq,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
Spring Hill,Tennessee,Cuba,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lagrange,Georgia,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Laurel,Maryland,Iraq,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,6
Fargo,North Dakota,Russia,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lynden,Washington,Ukraine,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Mather,California,Kazakhstan,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Los Altos,California,Iraq,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Springfield,Virginia,Eritrea,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,6
Gilbert,Arizona,Palestine,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Santa Rosa,California,Liberia,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,6
Miamisburg,Ohio,Rwanda,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Prior Lake,Minnesota,Uzbekistan,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Fair Oaks,California,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6
Rockport,Texas,Vietnam,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,6
Lincoln,Nebraska,Ivory Coast,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
Mechanicsburg,Pennsylvania,Ukraine,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6
Hartford,Connecticut,Serbia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Pasadena,California,Ethiopia,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Cedar Hill,Texas,Vietnam,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,6
Clearwater,Florida,Bosnia and Herzegovina,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Boulder,Colorado,Burma,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6
Levittown,New York,Iraq,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6
Clayton,California,Iran,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Carrollton,Texas,Liberia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Reynoldsburg,Ohio,Liberia,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
West Orange,New Jersey,Russia,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Hummelstown,Pennsylvania,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Sebring,Florida,Cuba,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6
Alsip,Illinois,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Rochester,Minnesota,Palestine,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Dodge City,Kansas,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6
Douglas,Georgia,Moldova,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Jefferson City,Missouri,Sierra Leone,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Quincy,Massachusetts,Burma,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6
Staten Island,New York,Uzbekistan,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Columbus,Kansas,Burma,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Indianapolis,Indiana,Croatia,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Greenville,South Carolina,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Milwaukee,Oregon,Russia,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Watkinsville,Georgia,Iraq,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Ballwin,Missouri,Ukraine,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Memphis,Tennessee,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
Oakdale,Minnesota,Sierra Leone,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Logan,Utah,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6
Kent,Washington,Palestine,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Orting,Washington,Belarus,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bolivar,Missouri,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Bluffton,Indiana,Burma,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Lynnwood,Washington,Ethiopia,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6
Philadelphia,Pennsylvania,Congo,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Stevenson Ranch,California,Iran,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,6
Seminole,Florida,Burma,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Brighton,Massachusetts,Azerbaijan,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Kansas City,Kansas,Uganda,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Boston,Massachusetts,Azerbaijan,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Chino,California,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Sacramento,California,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
Central Falls,Rhode Island,Iraq,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,6
Aloha,Oregon,Laos,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Mount Prospect,Illinois,Uzbekistan,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,6
Defiance,Ohio,Liberia,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
San Antonio,Texas,"Korea, North",0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,6
Denver,Colorado,Uganda,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,6
Saline,Michigan,Iraq,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Vestal,New York,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Statesville,North Carolina,Laos,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Memphis,Tennessee,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6
Salem,Virginia,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Ocean Township,New Jersey,Vietnam,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Abbeville,Louisiana,Vietnam,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Hyattsville,Maryland,Bhutan,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,6
Carlisle,Pennsylvania,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Gilroy,California,Iraq,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Castro Valley,California,Serbia,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Holladay,Utah,Burma,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6
Asheville,North Carolina,Iran,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Bogota,New Jersey,Cuba,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6
Arlington,Tennessee,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
Albuquerque,New Mexico,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6
Lindenhurst,New York,Ukraine,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
West Carrollton,Ohio,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Edison,New Jersey,Burma,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,6
Scottsdale,Arizona,Bosnia and Herzegovina,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nacogdoches,Texas,Somalia,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,6
Phoenix,Arizona,Sri Lanka (Ceylon),0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,6
Waukesha,Wisconsin,Iraq,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,6
Fresno,California,Moldova,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Raleigh,North Carolina,Togo,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Elizabeth,New Jersey,Belarus,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
Harrisburg,North Carolina,Ukraine,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,6
Desoto,Texas,Iran,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
Pineville,Louisiana,Bosnia and Herzegovina,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Fairfield,Ohio,Liberia,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
New York,New York,"Korea, North",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Jersey City,New Jersey,Vietnam,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Oklahoma City,Oklahoma,Iran,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,6
Bossier-Shreveport,Louisiana,Burma,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Lynchburg,Virginia,Burma,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,6
Cambridge,Massachusetts,Russia,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,6
Bowling Green,Kentucky,Ivory Coast,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6
Monterey Park,California,China,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
Holland,Pennsylvania,Russia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Ashland,Ohio,Iraq,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
Greensboro,North Carolina,Zimbabwe,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,6
Fairview,Pennsylvania,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Brooklyn,New York,Armenia,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
Lumberton,New Jersey,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
Chelsea,Massachusetts,Cuba,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,6
Chelsea,Massachusetts,Ethiopia,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,6
New Cumberland,Pennsylvania,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Framingham,Massachusetts,Azerbaijan,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Kansas City,Missouri,Moldova,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Warrenville,Illinois,Russia,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Hapeville,Georgia,Vietnam,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Brooklyn,Minnesota,Somalia,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
Orangeburg,South Carolina,Iran,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Spartanburg,South Carolina,Russia,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
South Boston,Massachusetts,Palestine,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,6
Depew,New York,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Wyoming,Michigan,Sierra Leone,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Coon Rapids,Minnesota,Dem. Rep. Congo,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,6
Milltown,New Jersey,Cuba,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
Anchorage,Alaska,Colombia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
Muncie,Indiana,Liberia,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Columbia,South Carolina,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
Milton,Massachusetts,Sierra Leone,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Carol Stream,Illinois,Vietnam,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6
Seattle,Washington,Colombia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
Eau Claire,Wisconsin,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
San Francisco,California,China,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6
Weare,New Hampshire,Iraq,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6
Fort Lee,New Jersey,Iraq,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,6
South Gate,California,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
North Potomac,Maryland,Russia,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rancho Mirage,California,Iraq,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,6
Murrieta,California,Afghanistan,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
