Index,year,statefip,age_cohorts,TotalAll,totalNat,totalFor,TotalWork,workFor,workNat,foreignBorn,nativeBorn,foreignTotalPer,foreignWorkPer
15469,2016,Texas,35-39,27862596,23154737,4707859,14442795,3521564,10921231,528306,1393080,0.168966991,0.243828428
15470,2016,Texas,40-44,27862596,23154737,4707859,14442795,3521564,10921231,550042,1295918,0.168966991,0.243828428
15471,2016,Texas,45-49,27862596,23154737,4707859,14442795,3521564,10921231,494243,1268140,0.168966991,0.243828428
15472,2016,Texas,50-54,27862596,23154737,4707859,14442795,3521564,10921231,430521,1297698,0.168966991,0.243828428
15473,2016,Texas,55-59,27862596,23154737,4707859,14442795,3521564,10921231,349730,1313576,0.168966991,0.243828428
15474,2016,Texas,60-64,27862596,23154737,4707859,14442795,3521564,10921231,270318,1181801,0.168966991,0.243828428
15475,2016,Texas,65-69,27862596,23154737,4707859,14442795,3521564,10921231,194259,985303,0.168966991,0.243828428
15476,2016,Texas,70-74,27862596,23154737,4707859,14442795,3521564,10921231,131524,699520,0.168966991,0.243828428
15477,2016,Texas,75-79,27862596,23154737,4707859,14442795,3521564,10921231,94808,486561,0.168966991,0.243828428
15478,2016,Texas,80-84,27862596,23154737,4707859,14442795,3521564,10921231,54119,328210,0.168966991,0.243828428
15479,2016,Texas,85+,27862596,23154737,4707859,14442795,3521564,10921231,47639,326728,0.168966991,0.243828428
15480,2016,Utah,0-4,3051217,2802688,248529,1464474,185454,1279020,1239,253444,0.081452417,0.12663522900000000
15481,2016,Utah,5-9,3051217,2802688,248529,1464474,185454,1279020,2264,266869,0.081452417,0.12663522900000000
15482,2016,Utah,10-14,3051217,2802688,248529,1464474,185454,1279020,4256,246146,0.081452417,0.12663522900000000
15483,2016,Utah,15-19,3051217,2802688,248529,1464474,185454,1279020,12451,228296,0.081452417,0.12663522900000000
15484,2016,Utah,20-24,3051217,2802688,248529,1464474,185454,1279020,20895,231872,0.081452417,0.12663522900000000
15485,2016,Utah,25-29,3051217,2802688,248529,1464474,185454,1279020,21932,202321,0.081452417,0.12663522900000000
15486,2016,Utah,30-34,3051217,2802688,248529,1464474,185454,1279020,28001,197141,0.081452417,0.12663522900000000
15487,2016,Utah,35-39,3051217,2802688,248529,1464474,185454,1279020,28946,199380,0.081452417,0.12663522900000000
15488,2016,Utah,40-44,3051217,2802688,248529,1464474,185454,1279020,30936,150103,0.081452417,0.12663522900000000
15489,2016,Utah,45-49,3051217,2802688,248529,1464474,185454,1279020,29157,135389,0.081452417,0.12663522900000000
15490,2016,Utah,50-54,3051217,2802688,248529,1464474,185454,1279020,18256,130844,0.081452417,0.12663522900000000
15491,2016,Utah,55-59,3051217,2802688,248529,1464474,185454,1279020,15458,138962,0.081452417,0.12663522900000000
15492,2016,Utah,60-64,3051217,2802688,248529,1464474,185454,1279020,12768,124880,0.081452417,0.12663522900000000
15493,2016,Utah,65-69,3051217,2802688,248529,1464474,185454,1279020,6936,102507,0.081452417,0.12663522900000000
15494,2016,Utah,70-74,3051217,2802688,248529,1464474,185454,1279020,5303,74223,0.081452417,0.12663522900000000
15495,2016,Utah,75-79,3051217,2802688,248529,1464474,185454,1279020,3381,51600,0.081452417,0.12663522900000000
15496,2016,Utah,80-84,3051217,2802688,248529,1464474,185454,1279020,4077,35165,0.081452417,0.12663522900000000
15497,2016,Utah,85+,3051217,2802688,248529,1464474,185454,1279020,2273,33546,0.081452417,0.12663522900000000
15498,2016,Vermont,0-4,624594,601296,23298,325334,14846,310488,59,30520,0.037301031,0.045633103
15499,2016,Vermont,5-9,624594,601296,23298,325334,14846,310488,55,30154,0.037301031,0.045633103
15500,2016,Vermont,10-14,624594,601296,23298,325334,14846,310488,947,36453,0.037301031,0.045633103
15501,2016,Vermont,15-19,624594,601296,23298,325334,14846,310488,1572,39798,0.037301031,0.045633103
15502,2016,Vermont,20-24,624594,601296,23298,325334,14846,310488,892,44685,0.037301031,0.045633103
15503,2016,Vermont,25-29,624594,601296,23298,325334,14846,310488,1886,35008,0.037301031,0.045633103
15504,2016,Vermont,30-34,624594,601296,23298,325334,14846,310488,1206,33414,0.037301031,0.045633103
15505,2016,Vermont,35-39,624594,601296,23298,325334,14846,310488,1510,34984,0.037301031,0.045633103
15506,2016,Vermont,40-44,624594,601296,23298,325334,14846,310488,2416,32825,0.037301031,0.045633103
15507,2016,Vermont,45-49,624594,601296,23298,325334,14846,310488,2716,38004,0.037301031,0.045633103
15508,2016,Vermont,50-54,624594,601296,23298,325334,14846,310488,1224,44263,0.037301031,0.045633103
15509,2016,Vermont,55-59,624594,601296,23298,325334,14846,310488,1503,45701,0.037301031,0.045633103
15510,2016,Vermont,60-64,624594,601296,23298,325334,14846,310488,2385,46289,0.037301031,0.045633103
15511,2016,Vermont,65-69,624594,601296,23298,325334,14846,310488,1733,37918,0.037301031,0.045633103
15512,2016,Vermont,70-74,624594,601296,23298,325334,14846,310488,1085,28360,0.037301031,0.045633103
15513,2016,Vermont,75-79,624594,601296,23298,325334,14846,310488,1534,16988,0.037301031,0.045633103
15514,2016,Vermont,80-84,624594,601296,23298,325334,14846,310488,250,12320,0.037301031,0.045633103
15515,2016,Vermont,85+,624594,601296,23298,325334,14846,310488,325,13612,0.037301031,0.045633103
15516,2016,Virginia,0-4,8411808,7389611,1022197,4495742,752331,3743411,7596,495364,0.12151929800000000,0.16734301
15517,2016,Virginia,5-9,8411808,7389611,1022197,4495742,752331,3743411,15702,508023,0.12151929800000000,0.16734301
15518,2016,Virginia,10-14,8411808,7389611,1022197,4495742,752331,3743411,21795,500228,0.12151929800000000,0.16734301
15519,2016,Virginia,15-19,8411808,7389611,1022197,4495742,752331,3743411,40381,521013,0.12151929800000000,0.16734301
15520,2016,Virginia,20-24,8411808,7389611,1022197,4495742,752331,3743411,59463,517771,0.12151929800000000,0.16734301
15521,2016,Virginia,25-29,8411808,7389611,1022197,4495742,752331,3743411,77329,500944,0.12151929800000000,0.16734301
15522,2016,Virginia,30-34,8411808,7389611,1022197,4495742,752331,3743411,107261,468597,0.12151929800000000,0.16734301
15523,2016,Virginia,35-39,8411808,7389611,1022197,4495742,752331,3743411,128003,424847,0.12151929800000000,0.16734301
15524,2016,Virginia,40-44,8411808,7389611,1022197,4495742,752331,3743411,115250,427271,0.12151929800000000,0.16734301
15525,2016,Virginia,45-49,8411808,7389611,1022197,4495742,752331,3743411,106409,462804,0.12151929800000000,0.16734301
15526,2016,Virginia,50-54,8411808,7389611,1022197,4495742,752331,3743411,88736,507282,0.12151929800000000,0.16734301
15527,2016,Virginia,55-59,8411808,7389611,1022197,4495742,752331,3743411,70503,502391,0.12151929800000000,0.16734301
15528,2016,Virginia,60-64,8411808,7389611,1022197,4495742,752331,3743411,58840,449275,0.12151929800000000,0.16734301
15529,2016,Virginia,65-69,8411808,7389611,1022197,4495742,752331,3743411,48095,380782,0.12151929800000000,0.16734301
15530,2016,Virginia,70-74,8411808,7389611,1022197,4495742,752331,3743411,29674,281407,0.12151929800000000,0.16734301
15531,2016,Virginia,75-79,8411808,7389611,1022197,4495742,752331,3743411,19683,186689,0.12151929800000000,0.16734301
15532,2016,Virginia,80-84,8411808,7389611,1022197,4495742,752331,3743411,14229,128063,0.12151929800000000,0.16734301
15533,2016,Virginia,85+,8411808,7389611,1022197,4495742,752331,3743411,13248,126860,0.12151929800000000,0.16734301
15534,2016,Washington,0-4,7288000,6268683,1019317,3919964,733533,3186431,7486,439721,0.13986237700000000,0.18712748400000000
15535,2016,Washington,5-9,7288000,6268683,1019317,3919964,733533,3186431,16619,451425,0.13986237700000000,0.18712748400000000
15536,2016,Washington,10-14,7288000,6268683,1019317,3919964,733533,3186431,22324,421882,0.13986237700000000,0.18712748400000000
15537,2016,Washington,15-19,7288000,6268683,1019317,3919964,733533,3186431,37942,403143,0.13986237700000000,0.18712748400000000
15538,2016,Washington,20-24,7288000,6268683,1019317,3919964,733533,3186431,63121,422658,0.13986237700000000,0.18712748400000000
15539,2016,Washington,25-29,7288000,6268683,1019317,3919964,733533,3186431,94346,454976,0.13986237700000000,0.18712748400000000
15540,2016,Washington,30-34,7288000,6268683,1019317,3919964,733533,3186431,105994,413651,0.13986237700000000,0.18712748400000000
15541,2016,Washington,35-39,7288000,6268683,1019317,3919964,733533,3186431,110839,397242,0.13986237700000000,0.18712748400000000
15542,2016,Washington,40-44,7288000,6268683,1019317,3919964,733533,3186431,106762,333157,0.13986237700000000,0.18712748400000000
15543,2016,Washington,45-49,7288000,6268683,1019317,3919964,733533,3186431,103689,374370,0.13986237700000000,0.18712748400000000
15544,2016,Washington,50-54,7288000,6268683,1019317,3919964,733533,3186431,83713,396224,0.13986237700000000,0.18712748400000000
15545,2016,Washington,55-59,7288000,6268683,1019317,3919964,733533,3186431,70878,417428,0.13986237700000000,0.18712748400000000
15546,2016,Washington,60-64,7288000,6268683,1019317,3919964,733533,3186431,57312,399383,0.13986237700000000,0.18712748400000000
15547,2016,Washington,65-69,7288000,6268683,1019317,3919964,733533,3186431,43303,342909,0.13986237700000000,0.18712748400000000
15548,2016,Washington,70-74,7288000,6268683,1019317,3919964,733533,3186431,35029,233961,0.13986237700000000,0.18712748400000000
15549,2016,Washington,75-79,7288000,6268683,1019317,3919964,733533,3186431,23424,147227,0.13986237700000000,0.18712748400000000
15550,2016,Washington,80-84,7288000,6268683,1019317,3919964,733533,3186431,16969,104482,0.13986237700000000,0.18712748400000000
15551,2016,Washington,85+,7288000,6268683,1019317,3919964,733533,3186431,19567,114844,0.13986237700000000,0.18712748400000000
15552,2016,West Virginia,0-4,1831102,1799128,31974,948417,20227,928190,360,102672,0.017461616,0.021327117000000000
15553,2016,West Virginia,5-9,1831102,1799128,31974,948417,20227,928190,651,106285,0.017461616,0.021327117000000000
15554,2016,West Virginia,10-14,1831102,1799128,31974,948417,20227,928190,563,99789,0.017461616,0.021327117000000000
15555,2016,West Virginia,15-19,1831102,1799128,31974,948417,20227,928190,1597,109135,0.017461616,0.021327117000000000
15556,2016,West Virginia,20-24,1831102,1799128,31974,948417,20227,928190,2665,115458,0.017461616,0.021327117000000000
15557,2016,West Virginia,25-29,1831102,1799128,31974,948417,20227,928190,2060,107160,0.017461616,0.021327117000000000
15558,2016,West Virginia,30-34,1831102,1799128,31974,948417,20227,928190,3720,102137,0.017461616,0.021327117000000000
15559,2016,West Virginia,35-39,1831102,1799128,31974,948417,20227,928190,3974,105279,0.017461616,0.021327117000000000
15560,2016,West Virginia,40-44,1831102,1799128,31974,948417,20227,928190,1483,112684,0.017461616,0.021327117000000000
15561,2016,West Virginia,45-49,1831102,1799128,31974,948417,20227,928190,2272,115745,0.017461616,0.021327117000000000
15562,2016,West Virginia,50-54,1831102,1799128,31974,948417,20227,928190,2298,123546,0.017461616,0.021327117000000000
15563,2016,West Virginia,55-59,1831102,1799128,31974,948417,20227,928190,2594,130158,0.017461616,0.021327117000000000
15564,2016,West Virginia,60-64,1831102,1799128,31974,948417,20227,928190,1826,131481,0.017461616,0.021327117000000000
15565,2016,West Virginia,65-69,1831102,1799128,31974,948417,20227,928190,2195,115890,0.017461616,0.021327117000000000
15566,2016,West Virginia,70-74,1831102,1799128,31974,948417,20227,928190,954,84475,0.017461616,0.021327117000000000
15567,2016,West Virginia,75-79,1831102,1799128,31974,948417,20227,928190,1168,59628,0.017461616,0.021327117000000000
15568,2016,West Virginia,80-84,1831102,1799128,31974,948417,20227,928190,535,36778,0.017461616,0.021327117000000000
15569,2016,West Virginia,85+,1831102,1799128,31974,948417,20227,928190,1059,40828,0.017461616,0.021327117000000000
15570,2016,Wisconsin,0-4,5778709,5476620,302089,3009168,206722,2802446,2393,333471,0.052276209000000000,0.06869739400000000
15571,2016,Wisconsin,5-9,5778709,5476620,302089,3009168,206722,2802446,6907,351817,0.052276209000000000,0.06869739400000000
15572,2016,Wisconsin,10-14,5778709,5476620,302089,3009168,206722,2802446,9489,355742,0.052276209000000000,0.06869739400000000
15573,2016,Wisconsin,15-19,5778709,5476620,302089,3009168,206722,2802446,17249,359223,0.052276209000000000,0.06869739400000000
15574,2016,Wisconsin,20-24,5778709,5476620,302089,3009168,206722,2802446,23696,384163,0.052276209000000000,0.06869739400000000
15575,2016,Wisconsin,25-29,5778709,5476620,302089,3009168,206722,2802446,23852,336515,0.052276209000000000,0.06869739400000000
15576,2016,Wisconsin,30-34,5778709,5476620,302089,3009168,206722,2802446,34979,335777,0.052276209000000000,0.06869739400000000
15577,2016,Wisconsin,35-39,5778709,5476620,302089,3009168,206722,2802446,27077,326498,0.052276209000000000,0.06869739400000000
15578,2016,Wisconsin,40-44,5778709,5476620,302089,3009168,206722,2802446,33186,297681,0.052276209000000000,0.06869739400000000
15579,2016,Wisconsin,45-49,5778709,5476620,302089,3009168,206722,2802446,29874,338464,0.052276209000000000,0.06869739400000000
15580,2016,Wisconsin,50-54,5778709,5476620,302089,3009168,206722,2802446,25481,387101,0.052276209000000000,0.06869739400000000
15581,2016,Wisconsin,55-59,5778709,5476620,302089,3009168,206722,2802446,16856,415002,0.052276209000000000,0.06869739400000000
15582,2016,Wisconsin,60-64,5778709,5476620,302089,3009168,206722,2802446,15417,365408,0.052276209000000000,0.06869739400000000
15583,2016,Wisconsin,65-69,5778709,5476620,302089,3009168,206722,2802446,10540,300815,0.052276209000000000,0.06869739400000000
15584,2016,Wisconsin,70-74,5778709,5476620,302089,3009168,206722,2802446,7564,209545,0.052276209000000000,0.06869739400000000
15585,2016,Wisconsin,75-79,5778709,5476620,302089,3009168,206722,2802446,7043,145665,0.052276209000000000,0.06869739400000000
15586,2016,Wisconsin,80-84,5778709,5476620,302089,3009168,206722,2802446,6142,109874,0.052276209000000000,0.06869739400000000
15587,2016,Wisconsin,85+,5778709,5476620,302089,3009168,206722,2802446,4344,123859,0.052276209000000000,0.06869739400000000
15588,2016,Wyoming,0-4,585501,564921,20580,303433,15315,288118,128,38449,0.035149385,0.050472427
15589,2016,Wyoming,5-9,585501,564921,20580,303433,15315,288118,135,42213,0.035149385,0.050472427
15590,2016,Wyoming,10-14,585501,564921,20580,303433,15315,288118,1195,36888,0.035149385,0.050472427
15591,2016,Wyoming,15-19,585501,564921,20580,303433,15315,288118,385,37025,0.035149385,0.050472427
15592,2016,Wyoming,20-24,585501,564921,20580,303433,15315,288118,1419,36687,0.035149385,0.050472427
15593,2016,Wyoming,25-29,585501,564921,20580,303433,15315,288118,2212,38695,0.035149385,0.050472427
15594,2016,Wyoming,30-34,585501,564921,20580,303433,15315,288118,1613,38478,0.035149385,0.050472427
15595,2016,Wyoming,35-39,585501,564921,20580,303433,15315,288118,667,33176,0.035149385,0.050472427
15596,2016,Wyoming,40-44,585501,564921,20580,303433,15315,288118,3024,35026,0.035149385,0.050472427
15597,2016,Wyoming,45-49,585501,564921,20580,303433,15315,288118,3537,29270,0.035149385,0.050472427
15598,2016,Wyoming,50-54,585501,564921,20580,303433,15315,288118,2036,34866,0.035149385,0.050472427
15599,2016,Wyoming,55-59,585501,564921,20580,303433,15315,288118,590,38355,0.035149385,0.050472427
15600,2016,Wyoming,60-64,585501,564921,20580,303433,15315,288118,1636,40252,0.035149385,0.050472427
15601,2016,Wyoming,65-69,585501,564921,20580,303433,15315,288118,551,29468,0.035149385,0.050472427
15602,2016,Wyoming,70-74,585501,564921,20580,303433,15315,288118,991,22667,0.035149385,0.050472427
15603,2016,Wyoming,75-79,585501,564921,20580,303433,15315,288118,154,14439,0.035149385,0.050472427
15604,2016,Wyoming,80-84,585501,564921,20580,303433,15315,288118,214,9353,0.035149385,0.050472427
15605,2016,Wyoming,85+,585501,564921,20580,303433,15315,288118,93,9614,0.035149385,0.050472427
15606,2017,Alabama,0-4,4874747,4699735,175012,2509985,123374,2386611,1022,285711,0.035901761000000000,0.049153282
15607,2017,Alabama,5-9,4874747,4699735,175012,2509985,123374,2386611,3331,294832,0.035901761000000000,0.049153282
15608,2017,Alabama,10-14,4874747,4699735,175012,2509985,123374,2386611,6661,306033,0.035901761000000000,0.049153282
15609,2017,Alabama,15-19,4874747,4699735,175012,2509985,123374,2386611,11124,324582,0.035901761000000000,0.049153282
15610,2017,Alabama,20-24,4874747,4699735,175012,2509985,123374,2386611,11384,316159,0.035901761000000000,0.049153282
15611,2017,Alabama,25-29,4874747,4699735,175012,2509985,123374,2386611,15564,306129,0.035901761000000000,0.049153282
15612,2017,Alabama,30-34,4874747,4699735,175012,2509985,123374,2386611,19046,285332,0.035901761000000000,0.049153282
15613,2017,Alabama,35-39,4874747,4699735,175012,2509985,123374,2386611,23395,288960,0.035901761000000000,0.049153282
15614,2017,Alabama,40-44,4874747,4699735,175012,2509985,123374,2386611,20606,267803,0.035901761000000000,0.049153282
15615,2017,Alabama,45-49,4874747,4699735,175012,2509985,123374,2386611,16350,296909,0.035901761000000000,0.049153282
15616,2017,Alabama,50-54,4874747,4699735,175012,2509985,123374,2386611,11915,305831,0.035901761000000000,0.049153282
15617,2017,Alabama,55-59,4874747,4699735,175012,2509985,123374,2386611,9900,320120,0.035901761000000000,0.049153282
15618,2017,Alabama,60-64,4874747,4699735,175012,2509985,123374,2386611,6598,315527,0.035901761000000000,0.049153282
15619,2017,Alabama,65-69,4874747,4699735,175012,2509985,123374,2386611,7183,260610,0.035901761000000000,0.049153282
15620,2017,Alabama,70-74,4874747,4699735,175012,2509985,123374,2386611,4406,209281,0.035901761000000000,0.049153282
15621,2017,Alabama,75-79,4874747,4699735,175012,2509985,123374,2386611,3058,137964,0.035901761000000000,0.049153282
15622,2017,Alabama,80-84,4874747,4699735,175012,2509985,123374,2386611,2202,96895,0.035901761000000000,0.049153282
15623,2017,Alabama,85+,4874747,4699735,175012,2509985,123374,2386611,1267,81057,0.035901761000000000,0.049153282
15624,2017,Alaska,0-4,739795,683178,56617,400651,40014,360637,182,51148,0.076530661,0.09987245800000000
15625,2017,Alaska,5-9,739795,683178,56617,400651,40014,360637,1274,49583,0.076530661,0.09987245800000000
15626,2017,Alaska,10-14,739795,683178,56617,400651,40014,360637,778,53223,0.076530661,0.09987245800000000
15627,2017,Alaska,15-19,739795,683178,56617,400651,40014,360637,2280,48311,0.076530661,0.09987245800000000
15628,2017,Alaska,20-24,739795,683178,56617,400651,40014,360637,3378,47028,0.076530661,0.09987245800000000
15629,2017,Alaska,25-29,739795,683178,56617,400651,40014,360637,4416,58681,0.076530661,0.09987245800000000
15630,2017,Alaska,30-34,739795,683178,56617,400651,40014,360637,4316,51098,0.076530661,0.09987245800000000
15631,2017,Alaska,35-39,739795,683178,56617,400651,40014,360637,8146,52824,0.076530661,0.09987245800000000
15632,2017,Alaska,40-44,739795,683178,56617,400651,40014,360637,6256,35901,0.076530661,0.09987245800000000
15633,2017,Alaska,45-49,739795,683178,56617,400651,40014,360637,4310,36268,0.076530661,0.09987245800000000
15634,2017,Alaska,50-54,739795,683178,56617,400651,40014,360637,4222,41290,0.076530661,0.09987245800000000
15635,2017,Alaska,55-59,739795,683178,56617,400651,40014,360637,5136,41519,0.076530661,0.09987245800000000
15636,2017,Alaska,60-64,739795,683178,56617,400651,40014,360637,3212,43056,0.076530661,0.09987245800000000
15637,2017,Alaska,65-69,739795,683178,56617,400651,40014,360637,2725,31340,0.076530661,0.09987245800000000
15638,2017,Alaska,70-74,739795,683178,56617,400651,40014,360637,2707,18471,0.076530661,0.09987245800000000
15639,2017,Alaska,75-79,739795,683178,56617,400651,40014,360637,1254,11472,0.076530661,0.09987245800000000
15640,2017,Alaska,80-84,739795,683178,56617,400651,40014,360637,556,6209,0.076530661,0.09987245800000000
15641,2017,Alaska,85+,739795,683178,56617,400651,40014,360637,1469,5756,0.076530661,0.09987245800000000
15642,2017,Arizona,0-4,7016270,6084790,931480,3511598,673522,2838076,9108,429189,0.13275999900000000,0.19179928900000000
15643,2017,Arizona,5-9,7016270,6084790,931480,3511598,673522,2838076,7614,428426,0.13275999900000000,0.19179928900000000
15644,2017,Arizona,10-14,7016270,6084790,931480,3511598,673522,2838076,17244,463800,0.13275999900000000,0.19179928900000000
15645,2017,Arizona,15-19,7016270,6084790,931480,3511598,673522,2838076,33301,438929,0.13275999900000000,0.19179928900000000
15646,2017,Arizona,20-24,7016270,6084790,931480,3511598,673522,2838076,50716,428785,0.13275999900000000,0.19179928900000000
15647,2017,Arizona,25-29,7016270,6084790,931480,3511598,673522,2838076,74785,420992,0.13275999900000000,0.19179928900000000
15648,2017,Arizona,30-34,7016270,6084790,931480,3511598,673522,2838076,86146,364731,0.13275999900000000,0.19179928900000000
15649,2017,Arizona,35-39,7016270,6084790,931480,3511598,673522,2838076,98734,346565,0.13275999900000000,0.19179928900000000
15650,2017,Arizona,40-44,7016270,6084790,931480,3511598,673522,2838076,99538,322606,0.13275999900000000,0.19179928900000000
15651,2017,Arizona,45-49,7016270,6084790,931480,3511598,673522,2838076,98276,334821,0.13275999900000000,0.19179928900000000
15652,2017,Arizona,50-54,7016270,6084790,931480,3511598,673522,2838076,86026,330436,0.13275999900000000,0.19179928900000000
15653,2017,Arizona,55-59,7016270,6084790,931480,3511598,673522,2838076,67673,366405,0.13275999900000000,0.19179928900000000
15654,2017,Arizona,60-64,7016270,6084790,931480,3511598,673522,2838076,62344,351520,0.13275999900000000,0.19179928900000000
15655,2017,Arizona,65-69,7016270,6084790,931480,3511598,673522,2838076,46843,345479,0.13275999900000000,0.19179928900000000
15656,2017,Arizona,70-74,7016270,6084790,931480,3511598,673522,2838076,38788,269067,0.13275999900000000,0.19179928900000000
15657,2017,Arizona,75-79,7016270,6084790,931480,3511598,673522,2838076,25374,202623,0.13275999900000000,0.19179928900000000
15658,2017,Arizona,80-84,7016270,6084790,931480,3511598,673522,2838076,16089,122724,0.13275999900000000,0.19179928900000000
15659,2017,Arizona,85+,7016270,6084790,931480,3511598,673522,2838076,12881,117692,0.13275999900000000,0.19179928900000000
15660,2017,Arkansas,0-4,3004279,2862385,141894,1508658,108470,1400188,1236,184125,0.047230633,0.071898336
15661,2017,Arkansas,5-9,3004279,2862385,141894,1508658,108470,1400188,1294,201638,0.047230633,0.071898336
15662,2017,Arkansas,10-14,3004279,2862385,141894,1508658,108470,1400188,3554,194989,0.047230633,0.071898336
15663,2017,Arkansas,15-19,3004279,2862385,141894,1508658,108470,1400188,6390,202307,0.047230633,0.071898336
15664,2017,Arkansas,20-24,3004279,2862385,141894,1508658,108470,1400188,9800,192950,0.047230633,0.071898336
15665,2017,Arkansas,25-29,3004279,2862385,141894,1508658,108470,1400188,14952,182027,0.047230633,0.071898336
15666,2017,Arkansas,30-34,3004279,2862385,141894,1508658,108470,1400188,18171,169508,0.047230633,0.071898336
15667,2017,Arkansas,35-39,3004279,2862385,141894,1508658,108470,1400188,18356,168028,0.047230633,0.071898336
15668,2017,Arkansas,40-44,3004279,2862385,141894,1508658,108470,1400188,15451,165689,0.047230633,0.071898336
15669,2017,Arkansas,45-49,3004279,2862385,141894,1508658,108470,1400188,17257,166617,0.047230633,0.071898336
15670,2017,Arkansas,50-54,3004279,2862385,141894,1508658,108470,1400188,9236,182556,0.047230633,0.071898336
15671,2017,Arkansas,55-59,3004279,2862385,141894,1508658,108470,1400188,8402,188718,0.047230633,0.071898336
15672,2017,Arkansas,60-64,3004279,2862385,141894,1508658,108470,1400188,6645,177045,0.047230633,0.071898336
15673,2017,Arkansas,65-69,3004279,2862385,141894,1508658,108470,1400188,4301,157301,0.047230633,0.071898336
15674,2017,Arkansas,70-74,3004279,2862385,141894,1508658,108470,1400188,3569,126216,0.047230633,0.071898336
15675,2017,Arkansas,75-79,3004279,2862385,141894,1508658,108470,1400188,1911,95015,0.047230633,0.071898336
15676,2017,Arkansas,80-84,3004279,2862385,141894,1508658,108470,1400188,748,54343,0.047230633,0.071898336
15677,2017,Arkansas,85+,3004279,2862385,141894,1508658,108470,1400188,621,53313,0.047230633,0.071898336
15678,2017,California,0-4,39536653,28915671,10620982,21175628,7784632,13390996,54289,2397164,0.268636346,0.36762225
15679,2017,California,5-9,39536653,28915671,10620982,21175628,7784632,13390996,95505,2377350,0.268636346,0.36762225
15680,2017,California,10-14,39536653,28915671,10620982,21175628,7784632,13390996,138207,2463906,0.268636346,0.36762225
15681,2017,California,15-19,39536653,28915671,10620982,21175628,7784632,13390996,272293,2281308,0.268636346,0.36762225
15682,2017,California,20-24,39536653,28915671,10620982,21175628,7784632,13390996,406852,2366262,0.268636346,0.36762225
15683,2017,California,25-29,39536653,28915671,10620982,21175628,7784632,13390996,680802,2441756,0.268636346,0.36762225
15684,2017,California,30-34,39536653,28915671,10620982,21175628,7784632,13390996,913927,1970609,0.268636346,0.36762225
15685,2017,California,35-39,39536653,28915671,10620982,21175628,7784632,13390996,1044949,1675761,0.268636346,0.36762225
15686,2017,California,40-44,39536653,28915671,10620982,21175628,7784632,13390996,1124465,1412918,0.268636346,0.36762225
15687,2017,California,45-49,39536653,28915671,10620982,21175628,7784632,13390996,1182544,1416195,0.268636346,0.36762225
15688,2017,California,50-54,39536653,28915671,10620982,21175628,7784632,13390996,1087340,1464862,0.268636346,0.36762225
15689,2017,California,55-59,39536653,28915671,10620982,21175628,7784632,13390996,932512,1563156,0.268636346,0.36762225
15690,2017,California,60-64,39536653,28915671,10620982,21175628,7784632,13390996,818093,1445739,0.268636346,0.36762225
15691,2017,California,65-69,39536653,28915671,10620982,21175628,7784632,13390996,633645,1212636,0.268636346,0.36762225
15692,2017,California,70-74,39536653,28915671,10620982,21175628,7784632,13390996,450793,913291,0.268636346,0.36762225
15693,2017,California,75-79,39536653,28915671,10620982,21175628,7784632,13390996,321697,606241,0.268636346,0.36762225
15694,2017,California,80-84,39536653,28915671,10620982,21175628,7784632,13390996,234019,418837,0.268636346,0.36762225
15695,2017,California,85+,39536653,28915671,10620982,21175628,7784632,13390996,229050,487680,0.268636346,0.36762225
15696,2017,Colorado,0-4,5607154,5052426,554728,3050864,406281,2644583,5074,324410,0.09893218600000000,0.133169161
15697,2017,Colorado,5-9,5607154,5052426,554728,3050864,406281,2644583,11237,333332,0.09893218600000000,0.133169161
15698,2017,Colorado,10-14,5607154,5052426,554728,3050864,406281,2644583,14304,355498,0.09893218600000000,0.133169161
15699,2017,Colorado,15-19,5607154,5052426,554728,3050864,406281,2644583,20785,340584,0.09893218600000000,0.133169161
15700,2017,Colorado,20-24,5607154,5052426,554728,3050864,406281,2644583,34859,339614,0.09893218600000000,0.133169161
15701,2017,Colorado,25-29,5607154,5052426,554728,3050864,406281,2644583,48848,391866,0.09893218600000000,0.133169161
15702,2017,Colorado,30-34,5607154,5052426,554728,3050864,406281,2644583,59513,370018,0.09893218600000000,0.133169161
15703,2017,Colorado,35-39,5607154,5052426,554728,3050864,406281,2644583,63920,332609,0.09893218600000000,0.133169161
15704,2017,Colorado,40-44,5607154,5052426,554728,3050864,406281,2644583,70162,300803,0.09893218600000000,0.133169161
15705,2017,Colorado,45-49,5607154,5052426,554728,3050864,406281,2644583,57767,307740,0.09893218600000000,0.133169161
15706,2017,Colorado,50-54,5607154,5052426,554728,3050864,406281,2644583,41930,303075,0.09893218600000000,0.133169161
15707,2017,Colorado,55-59,5607154,5052426,554728,3050864,406281,2644583,35655,328659,0.09893218600000000,0.133169161
15708,2017,Colorado,60-64,5607154,5052426,554728,3050864,406281,2644583,28486,309813,0.09893218600000000,0.133169161
15709,2017,Colorado,65-69,5607154,5052426,554728,3050864,406281,2644583,19741,259972,0.09893218600000000,0.133169161
15710,2017,Colorado,70-74,5607154,5052426,554728,3050864,406281,2644583,16521,186977,0.09893218600000000,0.133169161
15711,2017,Colorado,75-79,5607154,5052426,554728,3050864,406281,2644583,11292,113981,0.09893218600000000,0.133169161
15712,2017,Colorado,80-84,5607154,5052426,554728,3050864,406281,2644583,7403,74291,0.09893218600000000,0.133169161
